 1.500000 0.162020 0.000572 
 1.700000 0.173996 0.000607 
 1.900000 0.186413 0.000656 
 2.100000 0.202309 0.000708 
 2.300000 0.218766 0.000746 
 2.500000 0.236468 0.000751 
 2.700000 0.258109 0.000818 
 2.900000 0.280005 0.000842 
 3.100000 0.303712 0.000896 
 3.300000 0.327286 0.000925 
 3.500000 0.346702 0.000940 
 3.700000 0.373623 0.000975 
 3.900000 0.396340 0.000982 
 4.100000 0.421935 0.001002 
 4.300000 0.447297 0.001021 
 4.500000 0.470139 0.001034 
 4.700000 0.491739 0.001056 
 4.900000 0.514623 0.001057 
 5.100000 0.538400 0.001048 
 5.300000 0.562650 0.001063 
 5.500000 0.584683 0.001062 
 5.700000 0.610982 0.001077 
 5.900000 0.628792 0.001079 
 6.100000 0.646176 0.001080 
 6.300000 0.669193 0.001092 
 6.500000 0.682744 0.001091 
