 1.500000 0.007219 0.000008 
 1.700000 0.008326 0.000008 
 1.900000 0.009238 0.000006 
 2.100000 0.010271 0.000010 
 2.300000 0.011709 0.000024 
 2.500000 0.013919 0.000058 
 2.700000 0.016833 0.000089 
 2.900000 0.020428 0.000315 
 3.100000 0.023994 0.000130 
 3.300000 0.028350 0.000157 
 3.500000 0.032853 0.000182 
 3.700000 0.037515 0.000197 
 3.900000 0.042684 0.000238 
 4.100000 0.048041 0.000254 
 4.300000 0.054033 0.000300 
 4.500000 0.060643 0.000341 
 4.700000 0.067503 0.000380 
 4.900000 0.074819 0.000405 
 5.100000 0.083629 0.000476 
 5.300000 0.091856 0.000504 
 5.500000 0.101478 0.000550 
 5.700000 0.111850 0.000657 
 5.900000 0.122554 0.000697 
 6.100000 0.135763 0.000767 
 6.300000 0.149059 0.000847 
 6.500000 0.161663 0.000900 
