 1.500000 0.032080 0.000044 
 1.700000 0.035665 0.000039 
 1.900000 0.039665 0.000054 
 2.100000 0.044306 0.000103 
 2.300000 0.050895 0.000207 
 2.500000 0.059187 0.000302 
 2.700000 0.069184 0.000384 
 2.900000 0.081324 0.000495 
 3.100000 0.094831 0.000566 
 3.300000 0.109204 0.000649 
 3.500000 0.126399 0.000752 
 3.700000 0.142639 0.000813 
 3.900000 0.161114 0.000875 
 4.100000 0.179029 0.000923 
 4.300000 0.198705 0.001017 
 4.500000 0.218356 0.001065 
 4.700000 0.238946 0.001143 
 4.900000 0.260978 0.001203 
 5.100000 0.280304 0.001216 
 5.300000 0.304231 0.001259 
 5.500000 0.324358 0.001273 
 5.700000 0.343439 0.001302 
 5.900000 0.361791 0.001337 
 6.100000 0.384189 0.001374 
 6.300000 0.407632 0.001393 
 6.500000 0.423275 0.001366 
