 50 0.121049 0.000813 
 100 0.071109 0.000422 
 150 0.050516 0.000283 
 100 0.071109 0.000422 
 200 0.038985 0.000197 
 300 0.026745 0.000118 
 400 0.020514 0.000091 
 500 0.016492 0.000059 
