 1.500000 0.004693 0.000005 
 1.700000 0.005476 0.000004 
 1.900000 0.006108 0.000004 
 2.100000 0.006747 0.000003 
 2.300000 0.007677 0.000017 
 2.500000 0.009124 0.000038 
 2.700000 0.011136 0.000051 
 2.900000 0.013474 0.000073 
 3.100000 0.016176 0.000297 
 3.300000 0.018863 0.000098 
 3.500000 0.021846 0.000102 
 3.700000 0.025080 0.000118 
 3.900000 0.028474 0.000147 
 4.100000 0.032289 0.000168 
 4.300000 0.036267 0.000198 
 4.500000 0.040530 0.000208 
 4.700000 0.045170 0.000234 
 4.900000 0.050152 0.000259 
 5.100000 0.055777 0.000303 
 5.300000 0.061859 0.000332 
 5.500000 0.068322 0.000376 
 5.700000 0.075203 0.000405 
 5.900000 0.082846 0.000453 
 6.100000 0.091616 0.000503 
 6.300000 0.100155 0.000559 
 6.500000 0.110452 0.000630 
