1.5 0.087394 0.00053
 2.1 0.116691 0.000659 
 2.5 0.142817 0.000704
 3.0 0.194207 0.000785
 3.5 0.230375 0.000830 
 4.0 0.288995 0.000896 
 4.5 0.329679 0.000894 
 5.0 0.390928 0.000957
 5.5 0.434318 0.000982
 6.0  0.496902 0.001012 
 6.500000 0.537929 0.002852 
 7.000000 0.581333 0.002899 
 7.500000 0.637579 0.002944 
 8.000000 0.683755 0.002978 
 8.500000 0.729179 0.003029 
 9.000000 0.774271 0.002735 
 9.500000 0.800928 0.002559 
 10.000000 0.829553 0.002503 
 10.500000 0.852991 0.002453 
