 1.500000 0.002766 0.000002 
 1.700000 0.003273 0.000002 
 1.900000 0.003664 0.000002 
 2.100000 0.004032 0.000001 
 2.300000 0.004672 0.000409 
 2.500000 0.005589 0.000424 
 2.700000 0.006637 0.000027 
 2.900000 0.008083 0.000036 
 3.100000 0.009682 0.000044 
 3.300000 0.011378 0.000044 
 3.500000 0.013270 0.000278 
 3.700000 0.015202 0.000059 
 3.900000 0.017320 0.000076 
 4.100000 0.019512 0.000086 
 4.300000 0.021948 0.000094 
 4.500000 0.024609 0.000113 
 4.700000 0.027417 0.000122 
 4.900000 0.030539 0.000132 
 5.100000 0.033882 0.000163 
 5.300000 0.037677 0.000210 
 5.500000 0.037677 0.000210 
 5.700000 0.037677 0.000210 
 5.900000 0.037677 0.000210 
 6.100000 0.037677 0.000210 
 6.300000 0.037677 0.000210 
 6.500000 0.037677 0.000210 
