 1.500000 0.045803 0.000513 
 1.700000 0.051156 0.000541 
 1.900000 0.057438 0.000579 
 2.100000 0.064855 0.000593 
 2.300000 0.074111 0.000637 
 2.500000 0.084791 0.000651 
 2.700000 0.095967 0.000680 
 2.900000 0.107192 0.000676 
 3.100000 0.120107 0.000698 
 3.300000 0.132887 0.000702 
 3.500000 0.146334 0.000747 
 3.700000 0.159921 0.000740 
 3.900000 0.173979 0.000761 
 4.100000 0.187890 0.000755 
 4.300000 0.202625 0.000765 
 4.500000 0.218190 0.000786 
 4.700000 0.234252 0.000832 
 4.900000 0.251234 0.000830 
 5.100000 0.266117 0.000836 
 5.300000 0.284793 0.000839 
 5.500000 0.301647 0.000861 
 5.700000 0.318959 0.000882 
 5.900000 0.336170 0.000901 
 6.100000 0.356483 0.000906 
 6.300000 0.376383 0.000908 
 6.500000 0.393413 0.000928 
