 1.500000 0.003464 0.000003 
 1.700000 0.004076 0.000003 
 1.900000 0.004550 0.000003 
 2.100000 0.005022 0.000002 
 2.300000 0.005698 0.000008 
 2.500000 0.006812 0.000024 
 2.700000 0.008311 0.000253 
 2.900000 0.010041 0.000045 
 3.100000 0.012050 0.000258 
 3.300000 0.014125 0.000071 
 3.500000 0.016396 0.000085 
 3.700000 0.018786 0.000091 
 3.900000 0.021509 0.000104 
 4.100000 0.024227 0.000116 
 4.300000 0.027187 0.000122 
 4.500000 0.030409 0.000137 
 4.700000 0.033940 0.000169 
 4.900000 0.037874 0.000202 
 5.100000 0.041881 0.000215 
 5.300000 0.046697 0.000246 
 5.500000 0.051124 0.000251 
 5.700000 0.056721 0.000298 
 5.900000 0.062655 0.000357 
 6.100000 0.068592 0.000366 
 6.300000 0.075598 0.000435 
 6.500000 0.083437 0.000491 
