 1.500000 0.031367 0.000504 
 1.700000 0.035059 0.000525 
 1.900000 0.039744 0.000548 
 2.100000 0.045886 0.000601 
 2.300000 0.053143 0.000608 
 2.500000 0.061364 0.000642 
 2.700000 0.069580 0.000614 
 2.900000 0.078988 0.000629 
 3.100000 0.088913 0.000664 
 3.300000 0.099246 0.000654 
 3.500000 0.109573 0.000668 
 3.700000 0.121089 0.000662 
 3.900000 0.131666 0.000704 
 4.100000 0.143388 0.000688 
 4.300000 0.155352 0.000719 
 4.500000 0.169476 0.000734 
 4.700000 0.181787 0.000743 
 4.900000 0.195492 0.000772 
 5.100000 0.207984 0.000746 
 5.300000 0.222773 0.000784 
 5.500000 0.237690 0.000778 
 5.700000 0.251849 0.000821 
 5.900000 0.270133 0.000848 
 6.100000 0.281398 0.000830 
 6.300000 0.302309 0.000851 
 6.500000 0.316893 0.000854 
