 1.500000 0.059891 0.000529 
 1.700000 0.066485 0.000552 
 1.900000 0.073517 0.000582 
 2.100000 0.083002 0.000626 
 2.300000 0.093188 0.000638 
 2.500000 0.105665 0.000667 
 2.700000 0.118270 0.000704 
 2.900000 0.132802 0.000706 
 3.100000 0.146312 0.000725 
 3.300000 0.161650 0.000744 
 3.500000 0.177344 0.000754 
 3.700000 0.193632 0.000772 
 3.900000 0.211331 0.000798 
 4.100000 0.226243 0.000808 
 4.300000 0.243879 0.000833 
 4.500000 0.260303 0.000865 
 4.700000 0.279234 0.000862 
 4.900000 0.297890 0.000876 
 5.100000 0.314759 0.000888 
 5.300000 0.334549 0.000918 
 5.500000 0.352933 0.000916 
 5.700000 0.372083 0.000922 
 5.900000 0.392550 0.000974 
 6.100000 0.411529 0.000960 
 6.300000 0.432092 0.000952 
 6.500000 0.451340 0.000986 
